post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks
"”е, заради такива репортажи не идвам в телевизията”, заяви пред бтв емил димитров, министър на околната среда и водите, недоволен от излъчен от телевизията материал, че язовир ”студена” изпуска вода, който прие като обвинение, че той е причинил наводненията.",12-01-21 11:06,41,8,18,frognews.bg,0,наводненията.,True,39,5.641025641000001,0,"['”', 'е', ',', 'заради', 'такива', 'репортажи', 'не', 'идвам', 'в', 'телевизията', '”', ',', 'заяви', 'пред', 'бтв', 'емил', 'димитров', ',', 'министър', 'на', 'околната', 'среда', 'и', 'водите', ',', 'недоволен', 'от', 'излъчен', 'от', 'телевизията', 'материал', ',', 'че', 'язовир', '”', 'студена', '”', 'изпуска', 'вода', ',', 'който', 'прие', 'като', 'обвинение', ',', 'че', 'той', 'е', 'причинил', 'наводненията', '.']","['', 'е', 'заради', 'такива', 'репортажи', 'не', 'идвам', 'в', 'телевизията', '', 'заяви', 'пред', 'бтв', 'емил', 'димитров', 'министър', 'на', 'околната', 'среда', 'и', 'водите', 'недоволен', 'от', 'излъчен', 'от', 'телевизията', 'материал', 'че', 'язовир', '', 'студена', '', 'изпуска', 'вода', 'който', 'прие', 'като', 'обвинение', 'че', 'той', 'е', 'причинил', 'наводненията']",16,8,0
"„страничните ефекти са болки в мускулите и ставите, по-силно главоболие и невъзможност човек да се съсредоточи. по-острата изява беше за около 24 часа и след това всичко започна да се нормализира. днес ми е четвърти ден и се чувствам много добре”. това каза д-р катя илиева от чикаго.",12-01-21 11:06,10,2,7,frognews.bg,0,чикаго.,True,48,4.9375,0,"['„', 'страничните', 'ефекти', 'са', 'болки', 'в', 'мускулите', 'и', 'ставите', ',', 'по-силно', 'главоболие', 'и', 'невъзможност', 'човек', 'да', 'се', 'съсредоточи', '.', 'по-острата', 'изява', 'беше', 'за', 'около', '24', 'часа', 'и', 'след', 'това', 'всичко', 'започна', 'да', 'се', 'нормализира', '.', 'днес', 'ми', 'е', 'четвърти', 'ден', 'и', 'се', 'чувствам', 'много', 'добре', '”', '.', 'това', 'каза', 'д-р', 'катя', 'илиева', 'от', 'чикаго', '.']","['', 'страничните', 'ефекти', 'са', 'болки', 'в', 'мускулите', 'и', 'ставите', 'посилно', 'главоболие', 'и', 'невъзможност', 'човек', 'да', 'се', 'съсредоточи', 'поострата', 'изява', 'беше', 'за', 'около', '24', 'часа', 'и', 'след', 'това', 'всичко', 'започна', 'да', 'се', 'нормализира', 'днес', 'ми', 'е', 'четвърти', 'ден', 'и', 'се', 'чувствам', 'много', 'добре', '', 'това', 'каза', 'др', 'катя', 'илиева', 'от', 'чикаго']",27,8,0
"сняг и дъжд в цяла българия.частично бедствено е положението в перник, трън и струмяни. река ерма излезе от коритото си, а в батановци, заради наводненията се наложи да евакуират жители.",12-01-21 10:39,31,9,6,frognews.bg,0,жители.,True,30,5.233333333,0,"['сняг', 'и', 'дъжд', 'в', 'цяла', 'българия.частично', 'бедствено', 'е', 'положението', 'в', 'перник', ',', 'трън', 'и', 'струмяни', '.', 'река', 'ерма', 'излезе', 'от', 'коритото', 'си', ',', 'а', 'в', 'батановци', ',', 'заради', 'наводненията', 'се', 'наложи', 'да', 'евакуират', 'жители', '.']","['сняг', 'и', 'дъжд', 'в', 'цяла', 'българиячастично', 'бедствено', 'е', 'положението', 'в', 'перник', 'трън', 'и', 'струмяни', 'река', 'ерма', 'излезе', 'от', 'коритото', 'си', 'а', 'в', 'батановци', 'заради', 'наводненията', 'се', 'наложи', 'да', 'евакуират', 'жители']",12,6,0
"пропадна тротоарът при медицинска академия, който беше изграден само преди месеци, в рамките на строителството на новата линия на метрото, струваща ни 1 милиард лв.‼ за това сигнализираха от ”спаси софия” във фейсбук.",11-01-21 19:00,60,45,17,frognews.bg,0,фейсбук.,True,33,5.606060606000001,0,"['пропадна', 'тротоарът', 'при', 'медицинска', 'академия', ',', 'който', 'беше', 'изграден', 'само', 'преди', 'месеци', ',', 'в', 'рамките', 'на', 'строителството', 'на', 'новата', 'линия', 'на', 'метрото', ',', 'струваща', 'ни', '1', 'милиард', 'лв.‼', 'за', 'това', 'сигнализираха', 'от', '”', 'спаси', 'софия', '”', 'във', 'фейсбук', '.']","['пропадна', 'тротоарът', 'при', 'медицинска', 'академия', 'който', 'беше', 'изграден', 'само', 'преди', 'месеци', 'в', 'рамките', 'на', 'строителството', 'на', 'новата', 'линия', 'на', 'метрото', 'струваща', 'ни', '1', 'милиард', 'лв', 'за', 'това', 'сигнализираха', 'от', '', 'спаси', 'софия', '', 'във', 'фейсбук']",14,5,0
"осъзнавам поквареността на системата, безбройните нередности по отношение на корумпираността. искам да живея в държава, в която има върховенство на закона и определящото е силата на правото, не обратното. изумявам се до каква степен могат да деградират устоите на една демокрация.",11-01-21 12:14,57,4,4,frognews.bg,0,демокрация.,True,41,5.853658537,0,"['осъзнавам', 'поквареността', 'на', 'системата', ',', 'безбройните', 'нередности', 'по', 'отношение', 'на', 'корумпираността', '.', 'искам', 'да', 'живея', 'в', 'държава', ',', 'в', 'която', 'има', 'върховенство', 'на', 'закона', 'и', 'определящото', 'е', 'силата', 'на', 'правото', ',', 'не', 'обратното', '.', 'изумявам', 'се', 'до', 'каква', 'степен', 'могат', 'да', 'деградират', 'устоите', 'на', 'една', 'демокрация', '.']","['осъзнавам', 'поквареността', 'на', 'системата', 'безбройните', 'нередности', 'по', 'отношение', 'на', 'корумпираността', 'искам', 'да', 'живея', 'в', 'държава', 'в', 'която', 'има', 'върховенство', 'на', 'закона', 'и', 'определящото', 'е', 'силата', 'на', 'правото', 'не', 'обратното', 'изумявам', 'се', 'до', 'каква', 'степен', 'могат', 'да', 'деградират', 'устоите', 'на', 'една', 'демокрация']",20,6,0
"гласуването по пощата у нас ще е абсурдно - нито има доверие в пощите, нито някога това е правено. няма време и да се организира. огромни съмнения имам и към машинното гласуване, въпреки че за него се говори от по-отдавна. то ще бъде въведено – ще може да се серитифицират машините, но не виждам време да се убедят гражданите, че и този процес на гласуване е реален и прозрачен и надежден. хората не са свикнали с такъв тип гласуване.",11-01-21 11:08,45,0,8,frognews.bg,0,гласуване.,True,79,4.506329114,0,"['гласуването', 'по', 'пощата', 'у', 'нас', 'ще', 'е', 'абсурдно', '-', 'нито', 'има', 'доверие', 'в', 'пощите', ',', 'нито', 'някога', 'това', 'е', 'правено', '.', 'няма', 'време', 'и', 'да', 'се', 'организира', '.', 'огромни', 'съмнения', 'имам', 'и', 'към', 'машинното', 'гласуване', ',', 'въпреки', 'че', 'за', 'него', 'се', 'говори', 'от', 'по-отдавна', '.', 'то', 'ще', 'бъде', 'въведено', '–', 'ще', 'може', 'да', 'се', 'серитифицират', 'машините', ',', 'но', 'не', 'виждам', 'време', 'да', 'се', 'убедят', 'гражданите', ',', 'че', 'и', 'този', 'процес', 'на', 'гласуване', 'е', 'реален', 'и', 'прозрачен', 'и', 'надежден', '.', 'хората', 'не', 'са', 'свикнали', 'с', 'такъв', 'тип', 'гласуване', '.']","['гласуването', 'по', 'пощата', 'у', 'нас', 'ще', 'е', 'абсурдно', 'нито', 'има', 'доверие', 'в', 'пощите', 'нито', 'някога', 'това', 'е', 'правено', 'няма', 'време', 'и', 'да', 'се', 'организира', 'огромни', 'съмнения', 'имам', 'и', 'към', 'машинното', 'гласуване', 'въпреки', 'че', 'за', 'него', 'се', 'говори', 'от', 'поотдавна', 'то', 'ще', 'бъде', 'въведено', '', 'ще', 'може', 'да', 'се', 'серитифицират', 'машините', 'но', 'не', 'виждам', 'време', 'да', 'се', 'убедят', 'гражданите', 'че', 'и', 'този', 'процес', 'на', 'гласуване', 'е', 'реален', 'и', 'прозрачен', 'и', 'надежден', 'хората', 'не', 'са', 'свикнали', 'с', 'такъв', 'тип', 'гласуване']",47,11,0
"след като има готови, изготвени списъци, след като тази ваксина се транспортира при определени условия, как така остават ваксини? това значи, че някой не си е свършил работата, не е попълнил правилно. според мен това е срзи. от юридическа гледна точка последици ще има както за тези хора, така и за държавата ни. тя трябва да осигури равенство в полза на всяка услуга по обществено здраве.",11-01-21 11:07,47,11,6,frognews.bg,0,здраве.,True,66,4.909090909,0,"['след', 'като', 'има', 'готови', ',', 'изготвени', 'списъци', ',', 'след', 'като', 'тази', 'ваксина', 'се', 'транспортира', 'при', 'определени', 'условия', ',', 'как', 'така', 'остават', 'ваксини', '?', 'това', 'значи', ',', 'че', 'някой', 'не', 'си', 'е', 'свършил', 'работата', ',', 'не', 'е', 'попълнил', 'правилно', '.', 'според', 'мен', 'това', 'е', 'срзи', '.', 'от', 'юридическа', 'гледна', 'точка', 'последици', 'ще', 'има', 'както', 'за', 'тези', 'хора', ',', 'така', 'и', 'за', 'държавата', 'ни', '.', 'тя', 'трябва', 'да', 'осигури', 'равенство', 'в', 'полза', 'на', 'всяка', 'услуга', 'по', 'обществено', 'здраве', '.']","['след', 'като', 'има', 'готови', 'изготвени', 'списъци', 'след', 'като', 'тази', 'ваксина', 'се', 'транспортира', 'при', 'определени', 'условия', 'как', 'така', 'остават', 'ваксини', 'това', 'значи', 'че', 'някой', 'не', 'си', 'е', 'свършил', 'работата', 'не', 'е', 'попълнил', 'правилно', 'според', 'мен', 'това', 'е', 'срзи', 'от', 'юридическа', 'гледна', 'точка', 'последици', 'ще', 'има', 'както', 'за', 'тези', 'хора', 'така', 'и', 'за', 'държавата', 'ни', 'тя', 'трябва', 'да', 'осигури', 'равенство', 'в', 'полза', 'на', 'всяка', 'услуга', 'по', 'обществено', 'здраве']",39,11,0
"виждате,че президентът започна консултации с особен вид политически субекти, включително и партии в процес на заличаване. оценявам това като допълнителен ход в това да се нарушава доверието в процеса. не можеш да започнеш консултации със съмнителни политически субекти. някои от участниците дори не са регистрирани като партии. президентът прави опит отново да промени датата, защото много бързо я каза. опитва се да търси здравен консенсус.",11-01-21 11:06,40,2,65,frognews.bg,0,консенсус.,True,65,5.8,0,"['виждате', ',', 'че', 'президентът', 'започна', 'консултации', 'с', 'особен', 'вид', 'политически', 'субекти', ',', 'включително', 'и', 'партии', 'в', 'процес', 'на', 'заличаване', '.', 'оценявам', 'това', 'като', 'допълнителен', 'ход', 'в', 'това', 'да', 'се', 'нарушава', 'доверието', 'в', 'процеса', '.', 'не', 'можеш', 'да', 'започнеш', 'консултации', 'със', 'съмнителни', 'политически', 'субекти', '.', 'някои', 'от', 'участниците', 'дори', 'не', 'са', 'регистрирани', 'като', 'партии', '.', 'президентът', 'прави', 'опит', 'отново', 'да', 'промени', 'датата', ',', 'защото', 'много', 'бързо', 'я', 'каза', '.', 'опитва', 'се', 'да', 'търси', 'здравен', 'консенсус', '.']","['виждате', 'че', 'президентът', 'започна', 'консултации', 'с', 'особен', 'вид', 'политически', 'субекти', 'включително', 'и', 'партии', 'в', 'процес', 'на', 'заличаване', 'оценявам', 'това', 'като', 'допълнителен', 'ход', 'в', 'това', 'да', 'се', 'нарушава', 'доверието', 'в', 'процеса', 'не', 'можеш', 'да', 'започнеш', 'консултации', 'със', 'съмнителни', 'политически', 'субекти', 'някои', 'от', 'участниците', 'дори', 'не', 'са', 'регистрирани', 'като', 'партии', 'президентът', 'прави', 'опит', 'отново', 'да', 'промени', 'датата', 'защото', 'много', 'бързо', 'я', 'каза', 'опитва', 'се', 'да', 'търси', 'здравен', 'консенсус']",29,9,0
"когато напуснах българия си казах, че ще се върна за постоянно, когато спре да звучи чалга отвсякъде, а чалга изпълнители да говорят по медиите. аз не бях икономически емигрант, бях културен емигрант. чалгата е и в политиката. чувам да казват за филма „момчето си отива, който бу излъчен тези дни: какви филми са се правили някога.",10-01-21 13:28,10448,1236,327,frognews.bg,0,някога.,True,56,4.928571429,0,"['когато', 'напуснах', 'българия', 'си', 'казах', ',', 'че', 'ще', 'се', 'върна', 'за', 'постоянно', ',', 'когато', 'спре', 'да', 'звучи', 'чалга', 'отвсякъде', ',', 'а', 'чалга', 'изпълнители', 'да', 'говорят', 'по', 'медиите', '.', 'аз', 'не', 'бях', 'икономически', 'емигрант', ',', 'бях', 'културен', 'емигрант', '.', 'чалгата', 'е', 'и', 'в', 'политиката', '.', 'чувам', 'да', 'казват', 'за', 'филма', '„', 'момчето', 'си', 'отива', ',', 'който', 'бу', 'излъчен', 'тези', 'дни', ':', 'какви', 'филми', 'са', 'се', 'правили', 'някога', '.']","['когато', 'напуснах', 'българия', 'си', 'казах', 'че', 'ще', 'се', 'върна', 'за', 'постоянно', 'когато', 'спре', 'да', 'звучи', 'чалга', 'отвсякъде', 'а', 'чалга', 'изпълнители', 'да', 'говорят', 'по', 'медиите', 'аз', 'не', 'бях', 'икономически', 'емигрант', 'бях', 'културен', 'емигрант', 'чалгата', 'е', 'и', 'в', 'политиката', 'чувам', 'да', 'казват', 'за', 'филма', '', 'момчето', 'си', 'отива', 'който', 'бу', 'излъчен', 'тези', 'дни', 'какви', 'филми', 'са', 'се', 'правили', 'някога']",24,10,0
"„случилото се в сащ не може да бъде заметено под килима. това е уникално, но за да го разберем, трябва да излезем от митовете. в анализ във вестник „монд“ от днес се казва, че събитията от 6-и януари сочат, че сащ са заплашени от етнически и расов конфликт, който е в безизходица. аз съм съгласен с това“. това каза пред бнр проф. димитър йончев, експерт по национална сигурност.",09-01-21 14:43,87,13,5,frognews.bg,0,сигурност.,True,68,4.5882352939999995,0,"['„', 'случилото', 'се', 'в', 'сащ', 'не', 'може', 'да', 'бъде', 'заметено', 'под', 'килима', '.', 'това', 'е', 'уникално', ',', 'но', 'за', 'да', 'го', 'разберем', ',', 'трябва', 'да', 'излезем', 'от', 'митовете', '.', 'в', 'анализ', 'във', 'вестник', '„', 'монд', '“', 'от', 'днес', 'се', 'казва', ',', 'че', 'събитията', 'от', '6-и', 'януари', 'сочат', ',', 'че', 'сащ', 'са', 'заплашени', 'от', 'етнически', 'и', 'расов', 'конфликт', ',', 'който', 'е', 'в', 'безизходица', '.', 'аз', 'съм', 'съгласен', 'с', 'това', '“', '.', 'това', 'каза', 'пред', 'бнр', 'проф', '.', 'димитър', 'йончев', ',', 'експерт', 'по', 'национална', 'сигурност', '.']","['', 'случилото', 'се', 'в', 'сащ', 'не', 'може', 'да', 'бъде', 'заметено', 'под', 'килима', 'това', 'е', 'уникално', 'но', 'за', 'да', 'го', 'разберем', 'трябва', 'да', 'излезем', 'от', 'митовете', 'в', 'анализ', 'във', 'вестник', '', 'монд', '', 'от', 'днес', 'се', 'казва', 'че', 'събитията', 'от', '6и', 'януари', 'сочат', 'че', 'сащ', 'са', 'заплашени', 'от', 'етнически', 'и', 'расов', 'конфликт', 'който', 'е', 'в', 'безизходица', 'аз', 'съм', 'съгласен', 'с', 'това', '', 'това', 'каза', 'пред', 'бнр', 'проф', 'димитър', 'йончев', 'експерт', 'по', 'национална', 'сигурност']",38,13,0
"”при наличието на обвинители като цацаров и гешев, формалната част на „неформалното” им партньорство ще остане скрита. но само в българия, защото финансовото „съвкупление” на „скромните политици” борисов и пеевски е известно на този, който трябва да знае”, коментира цветан василев пред liberta.bg.",09-01-21 14:24,2450,262,50,frognews.bg,0,liberta.bg.,True,43,5.953488372000001,0,"['”', 'при', 'наличието', 'на', 'обвинители', 'като', 'цацаров', 'и', 'гешев', ',', 'формалната', 'част', 'на', '„', 'неформалното', '”', 'им', 'партньорство', 'ще', 'остане', 'скрита', '.', 'но', 'само', 'в', 'българия', ',', 'защото', 'финансовото', '„', 'съвкупление', '”', 'на', '„', 'скромните', 'политици', '”', 'борисов', 'и', 'пеевски', 'е', 'известно', 'на', 'този', ',', 'който', 'трябва', 'да', 'знае', '”', ',', 'коментира', 'цветан', 'василев', 'пред', 'liberta.bg', '.']","['', 'при', 'наличието', 'на', 'обвинители', 'като', 'цацаров', 'и', 'гешев', 'формалната', 'част', 'на', '', 'неформалното', '', 'им', 'партньорство', 'ще', 'остане', 'скрита', 'но', 'само', 'в', 'българия', 'защото', 'финансовото', '', 'съвкупление', '', 'на', '', 'скромните', 'политици', '', 'борисов', 'и', 'пеевски', 'е', 'известно', 'на', 'този', 'който', 'трябва', 'да', 'знае', '', 'коментира', 'цветан', 'василев', 'пред', 'libertabg']",20,7,0
"вярваме, че гласуването по пощата е най-адекватната мярка. след като българската държава не може да влезе в 21 век, поне да използваме практика от 19-и век. това заяви председателят на ”демократична българия” христо иванов по време на разговора на политическата група с президента румен радев.",09-01-21 12:25,236,23,31,frognews.bg,0,радев.,True,45,5.533333333,0,"['вярваме', ',', 'че', 'гласуването', 'по', 'пощата', 'е', 'най-адекватната', 'мярка', '.', 'след', 'като', 'българската', 'държава', 'не', 'може', 'да', 'влезе', 'в', '21', 'век', ',', 'поне', 'да', 'използваме', 'практика', 'от', '19-и', 'век', '.', 'това', 'заяви', 'председателят', 'на', '”', 'демократична', 'българия', '”', 'христо', 'иванов', 'по', 'време', 'на', 'разговора', 'на', 'политическата', 'група', 'с', 'президента', 'румен', 'радев', '.']","['вярваме', 'че', 'гласуването', 'по', 'пощата', 'е', 'найадекватната', 'мярка', 'след', 'като', 'българската', 'държава', 'не', 'може', 'да', 'влезе', 'в', '21', 'век', 'поне', 'да', 'използваме', 'практика', 'от', '19и', 'век', 'това', 'заяви', 'председателят', 'на', '', 'демократична', 'българия', '', 'христо', 'иванов', 'по', 'време', 'на', 'разговора', 'на', 'политическата', 'група', 'с', 'президента', 'румен', 'радев']",19,7,0
"имаме 200 000 преболедували официално, те са 1/6 от изследваните. 1 160-200 000 вече са минали през инфекцията, ако прибавим и скритата заболеваемост, това значи, че към 2 милиона и половина вече са минали през инфекцията. трябват ни още 2 милиона, за да стигнем до заветното число за колективния имунитет. ако искаме да се справим с коронавируса, до края на годината трябва да ваксинираме около 2 милиона. това означава по 17 500 души на ден.",09-01-21 11:02,21,3,15,frognews.bg,0,ден.,True,75,4.92,0,"['имаме', '200', '000', 'преболедували', 'официално', ',', 'те', 'са', '1/6', 'от', 'изследваните', '.', '1', '160-200', '000', 'вече', 'са', 'минали', 'през', 'инфекцията', ',', 'ако', 'прибавим', 'и', 'скритата', 'заболеваемост', ',', 'това', 'значи', ',', 'че', 'към', '2', 'милиона', 'и', 'половина', 'вече', 'са', 'минали', 'през', 'инфекцията', '.', 'трябват', 'ни', 'още', '2', 'милиона', ',', 'за', 'да', 'стигнем', 'до', 'заветното', 'число', 'за', 'колективния', 'имунитет', '.', 'ако', 'искаме', 'да', 'се', 'справим', 'с', 'коронавируса', ',', 'до', 'края', 'на', 'годината', 'трябва', 'да', 'ваксинираме', 'около', '2', 'милиона', '.', 'това', 'означава', 'по', '17', '500', 'души', 'на', 'ден', '.']","['имаме', '200', '000', 'преболедували', 'официално', 'те', 'са', '16', 'от', 'изследваните', '1', '160200', '000', 'вече', 'са', 'минали', 'през', 'инфекцията', 'ако', 'прибавим', 'и', 'скритата', 'заболеваемост', 'това', 'значи', 'че', 'към', '2', 'милиона', 'и', 'половина', 'вече', 'са', 'минали', 'през', 'инфекцията', 'трябват', 'ни', 'още', '2', 'милиона', 'за', 'да', 'стигнем', 'до', 'заветното', 'число', 'за', 'колективния', 'имунитет', 'ако', 'искаме', 'да', 'се', 'справим', 'с', 'коронавируса', 'до', 'края', 'на', 'годината', 'трябва', 'да', 'ваксинираме', 'около', '2', 'милиона', 'това', 'означава', 'по', '17', '500', 'души', 'на', 'ден']",34,12,0
"посещението в мол носи повече рискове от това да отидете да гласувате, допълни още той. в момента сме на -18% на заразени в сравнение с предишните два периода. ако продължава така, ще отворим в края на януари. това заяви доц. ангел кунчев, главен държавен здравен инспектор.",09-01-21 11:02,88,4,54,frognews.bg,0,инспектор.,True,46,4.97826087,0,"['посещението', 'в', 'мол', 'носи', 'повече', 'рискове', 'от', 'това', 'да', 'отидете', 'да', 'гласувате', ',', 'допълни', 'още', 'той', '.', 'в', 'момента', 'сме', 'на', '-18', '%', 'на', 'заразени', 'в', 'сравнение', 'с', 'предишните', 'два', 'периода', '.', 'ако', 'продължава', 'така', ',', 'ще', 'отворим', 'в', 'края', 'на', 'януари', '.', 'това', 'заяви', 'доц', '.', 'ангел', 'кунчев', ',', 'главен', 'държавен', 'здравен', 'инспектор', '.']","['посещението', 'в', 'мол', 'носи', 'повече', 'рискове', 'от', 'това', 'да', 'отидете', 'да', 'гласувате', 'допълни', 'още', 'той', 'в', 'момента', 'сме', 'на', '18', '', 'на', 'заразени', 'в', 'сравнение', 'с', 'предишните', 'два', 'периода', 'ако', 'продължава', 'така', 'ще', 'отворим', 'в', 'края', 'на', 'януари', 'това', 'заяви', 'доц', 'ангел', 'кунчев', 'главен', 'държавен', 'здравен', 'инспектор']",23,9,0
"борисов отдавна има проблем с журналистите, защото не може да даде отговор на много въпроси, които се натрупаха. това обясни журналистът спас спасов по повод „дупката“ във варна. той посочи, че при последното посещение на премиера в града не е имало журналисти, а само камерите, които пресъздават виртуалната реалност, в която той съществува. журналистът допълни, че на борисов му пречи демокрацията и иска да се изолира.",09-01-21 10:45,2629,250,121,frognews.bg,0,изолира.,True,66,5.393939393999999,0,"['борисов', 'отдавна', 'има', 'проблем', 'с', 'журналистите', ',', 'защото', 'не', 'може', 'да', 'даде', 'отговор', 'на', 'много', 'въпроси', ',', 'които', 'се', 'натрупаха', '.', 'това', 'обясни', 'журналистът', 'спас', 'спасов', 'по', 'повод', '„', 'дупката', '“', 'във', 'варна', '.', 'той', 'посочи', ',', 'че', 'при', 'последното', 'посещение', 'на', 'премиера', 'в', 'града', 'не', 'е', 'имало', 'журналисти', ',', 'а', 'само', 'камерите', ',', 'които', 'пресъздават', 'виртуалната', 'реалност', ',', 'в', 'която', 'той', 'съществува', '.', 'журналистът', 'допълни', ',', 'че', 'на', 'борисов', 'му', 'пречи', 'демокрацията', 'и', 'иска', 'да', 'се', 'изолира', '.']","['борисов', 'отдавна', 'има', 'проблем', 'с', 'журналистите', 'защото', 'не', 'може', 'да', 'даде', 'отговор', 'на', 'много', 'въпроси', 'които', 'се', 'натрупаха', 'това', 'обясни', 'журналистът', 'спас', 'спасов', 'по', 'повод', '', 'дупката', '', 'във', 'варна', 'той', 'посочи', 'че', 'при', 'последното', 'посещение', 'на', 'премиера', 'в', 'града', 'не', 'е', 'имало', 'журналисти', 'а', 'само', 'камерите', 'които', 'пресъздават', 'виртуалната', 'реалност', 'в', 'която', 'той', 'съществува', 'журналистът', 'допълни', 'че', 'на', 'борисов', 'му', 'пречи', 'демокрацията', 'и', 'иска', 'да', 'се', 'изолира']",33,11,0
"станишев и местан - председателите на двете парламентарни групи на мнозинството, предложиха пеевски за шеф на данс. след това всички мрънкаха, извиваха се - и те, и премиерът орешарски и всички политически мъже. човек не трябва да поема чужда вина. използвах сарказъм, но очевидно е бил неуместен и ми се задава 7 години по-късно същият въпрос. сгреших - и със сарказма, и с това, че го подкрепих.",08-01-21 20:45,631,73,57,frognews.bg,0,подкрепих.,True,67,4.940298507,0,"['станишев', 'и', 'местан', '-', 'председателите', 'на', 'двете', 'парламентарни', 'групи', 'на', 'мнозинството', ',', 'предложиха', 'пеевски', 'за', 'шеф', 'на', 'данс', '.', 'след', 'това', 'всички', 'мрънкаха', ',', 'извиваха', 'се', '-', 'и', 'те', ',', 'и', 'премиерът', 'орешарски', 'и', 'всички', 'политически', 'мъже', '.', 'човек', 'не', 'трябва', 'да', 'поема', 'чужда', 'вина', '.', 'използвах', 'сарказъм', ',', 'но', 'очевидно', 'е', 'бил', 'неуместен', 'и', 'ми', 'се', 'задава', '7', 'години', 'по-късно', 'същият', 'въпрос', '.', 'сгреших', '-', 'и', 'със', 'сарказма', ',', 'и', 'с', 'това', ',', 'че', 'го', 'подкрепих', '.']","['станишев', 'и', 'местан', 'председателите', 'на', 'двете', 'парламентарни', 'групи', 'на', 'мнозинството', 'предложиха', 'пеевски', 'за', 'шеф', 'на', 'данс', 'след', 'това', 'всички', 'мрънкаха', 'извиваха', 'се', 'и', 'те', 'и', 'премиерът', 'орешарски', 'и', 'всички', 'политически', 'мъже', 'човек', 'не', 'трябва', 'да', 'поема', 'чужда', 'вина', 'използвах', 'сарказъм', 'но', 'очевидно', 'е', 'бил', 'неуместен', 'и', 'ми', 'се', 'задава', '7', 'години', 'покъсно', 'същият', 'въпрос', 'сгреших', 'и', 'със', 'сарказма', 'и', 'с', 'това', 'че', 'го', 'подкрепих']",32,15,0
"от бойко борисов научих следното: „без пеевски нищо не можеш да правиш в тази държава, знаеш кой владее съдебната система“. г-н борисов, българското общество е време да разбере, че пеевски е „смокиновият лист“, с който прикривате безобразията на ненаситното ви его. това написа днес в отворено писмо съпругата на шефа на вкс лозан панов - елисавета. ето целият текст:",08-01-21 15:31,2686,568,94,frognews.bg,0,текст:,True,59,5.237288136,0,"['от', 'бойко', 'борисов', 'научих', 'следното', ':', '„', 'без', 'пеевски', 'нищо', 'не', 'можеш', 'да', 'правиш', 'в', 'тази', 'държава', ',', 'знаеш', 'кой', 'владее', 'съдебната', 'система', '“', '.', 'г-н', 'борисов', ',', 'българското', 'общество', 'е', 'време', 'да', 'разбере', ',', 'че', 'пеевски', 'е', '„', 'смокиновият', 'лист', '“', ',', 'с', 'който', 'прикривате', 'безобразията', 'на', 'ненаситното', 'ви', 'его', '.', 'това', 'написа', 'днес', 'в', 'отворено', 'писмо', 'съпругата', 'на', 'шефа', 'на', 'вкс', 'лозан', 'панов', '-', 'елисавета', '.', 'ето', 'целият', 'текст', ':']","['от', 'бойко', 'борисов', 'научих', 'следното', '', 'без', 'пеевски', 'нищо', 'не', 'можеш', 'да', 'правиш', 'в', 'тази', 'държава', 'знаеш', 'кой', 'владее', 'съдебната', 'система', '', 'гн', 'борисов', 'българското', 'общество', 'е', 'време', 'да', 'разбере', 'че', 'пеевски', 'е', '', 'смокиновият', 'лист', '', 'с', 'който', 'прикривате', 'безобразията', 'на', 'ненаситното', 'ви', 'его', 'това', 'написа', 'днес', 'в', 'отворено', 'писмо', 'съпругата', 'на', 'шефа', 'на', 'вкс', 'лозан', 'панов', 'елисавета', 'ето', 'целият', 'текст']",23,11,0
"доналд тръмп е нарушил 250-годишното споразумение на кралския политически елит и техните банки. началото е положено през 1760 година от банковата империя на ротшилд. оттогава се счита, че работи и властва световното правителство. тръмп е нарушил поне няколко от основните правила на властелините – никога срещу конституцията, никога срещу институциите, никога срещу гражданите и пр.",08-01-21 13:06,1422,929,97,frognews.bg,0,пр.,True,55,5.963636364,0,"['доналд', 'тръмп', 'е', 'нарушил', '250-годишното', 'споразумение', 'на', 'кралския', 'политически', 'елит', 'и', 'техните', 'банки', '.', 'началото', 'е', 'положено', 'през', '1760', 'година', 'от', 'банковата', 'империя', 'на', 'ротшилд', '.', 'оттогава', 'се', 'счита', ',', 'че', 'работи', 'и', 'властва', 'световното', 'правителство', '.', 'тръмп', 'е', 'нарушил', 'поне', 'няколко', 'от', 'основните', 'правила', 'на', 'властелините', '–', 'никога', 'срещу', 'конституцията', ',', 'никога', 'срещу', 'институциите', ',', 'никога', 'срещу', 'гражданите', 'и', 'пр', '.']","['доналд', 'тръмп', 'е', 'нарушил', '250годишното', 'споразумение', 'на', 'кралския', 'политически', 'елит', 'и', 'техните', 'банки', 'началото', 'е', 'положено', 'през', '1760', 'година', 'от', 'банковата', 'империя', 'на', 'ротшилд', 'оттогава', 'се', 'счита', 'че', 'работи', 'и', 'властва', 'световното', 'правителство', 'тръмп', 'е', 'нарушил', 'поне', 'няколко', 'от', 'основните', 'правила', 'на', 'властелините', '', 'никога', 'срещу', 'конституцията', 'никога', 'срещу', 'институциите', 'никога', 'срещу', 'гражданите', 'и', 'пр']",20,8,0
